conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28a0fe16-4e03-4d5e-8f0e-5198309e77a9,huolehtia digitaalisten laitteiden oikeussuojasta,released,skill/competence,occupation-specific,,"Säilyttää tieto- ja viestintätekniikan laitteiden, kuten kannettavien tietokoneiden, pöytätietokoneiden ja muiden digitaalisten välineiden, eheys tallentamalla ne fyysisesti ja käyttämällä ohjelmistoja, kuten PTK Forensics ja EnCase, joilla digitaalisia tietoja voidaan hakea, tallentaa ja jäljittää laillisesti siten, että niitä voidaan käyttää todisteena sopivana ajankohtana.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28b7d7fb-0483-4877-9aaa-f990f10f16f5,käyttää äänikeräysjärjestelmiä,released,skill/competence,sector-specific,,Käyttää äänikeräysjärjestelmiä soveltamalla erilaisia keräysmenetelmiä; työskennellä sanallisten ohjeiden ja kuulokkeiden ja mikrofonin kautta annettavien kehotteiden mukaisesti.,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,lajitella materiaaleja tai tuotteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28eb4689-3ba4-47a1-96b0-34a60751ea17,suunnitella avolouhosten infrastruktuureja,released,skill/competence,occupation-specific,suunnitella avokaivosten infrastruktuureja,Avustaa louhosten infrastruktuurin suunnittelussa käyttämällä erikoistuneita tietokoneohjelmistoja ja laskelmia.,http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,suunnitella rakenteita tai tiloja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2962214b-cc38-4d20-aa8b-aa120091d743,laatia näyttelyn markkinointisuunnitelma,released,skill/competence,cross-sector,,"Laatia markkinointisuunnitelma tulevaa näyttelyä varten; suunnitella ja jakaa julisteita, esitteitä ja tuoteluetteloita; viestiä ideoita valokuvaajille, graafisille suunnittelijoille ja painajille; laatia artikkeleita verkkoon ja painettuihin julkaisuihin; pitää verkkosivusto ja sosiaalinen media ajan tasalla.",http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d | http://data.europa.eu/esco/skill/9c6e951f-aa88-4890-983d-e7a6ee49f5bb,"laatia rahoitus-, liiketoiminta- tai markkinointisuunnitelmia | suunnitella markkinointikampanja"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2973b3bc-5893-4b3d-8953-22ef677a162f,leikkausteknologiat,released,knowledge,cross-sector,,"Erilaiset leikkausteknologiat, kuten ohjelmisto tai mekaniikka, joilla ohjataan leikkausprosesseja laserin käytöllä, sahauksessa, jauhamisessa jne.",http://data.europa.eu/esco/isced-f/0711,kemian tekniikka ja prosessit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,hallita tietokantaa,released,skill/competence,cross-sector,hyödyntää DBMS-järjestelmiä | hallita tietokantoja | soveltaa tietokantasuunnittelumalleja | soveltaa tietokantasuunnittelun malleja | soveltaa tietokantateoriaa,"Soveltaa tietokantojen suunnittelujärjestelmiä ja malleja, määrittää datariippuvuudet, käyttää kyselykieliä ja tietokannan hallintajärjestelmiä (DBMS) tietokantojen kehittämiseen ja hallinnointiin.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,hallita tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a051ae0-e42e-4733-8bb2-de24c4d5e3b8,raportoida verkossa reaaliajassa,released,skill/competence,sector-specific,,Reaaliaikaista raportointia verkossa tai reaaliaikainen bloggaaminen tärkeistä tapahtumista. Tämä on kasvava työsarka erityisesti kansallisissa sanomalehdissä.,http://data.europa.eu/esco/skill/609a8ac1-9d29-4237-9886-596dbbe7ca8a | http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,puhua yleisölle | raportoida tietoja | harjoittaa teknistä tai akateemista kirjoittamista
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a3a96a3-709e-4d60-81f6-d247d6933f13,hallita järjestelmän turvallisuutta,released,skill/competence,sector-specific,analysoida heikkouksia ja haavoittuvuuksia | hallita tietoturvaa | analysoida heikkoudet ja haavoittuvuudet | ryhtyä kyberhyökkäysvastatoimiin | ryhtyä kyberhyökkäysten vastatoimiin,"Analysoida yrityksen kriittistä omaisuutta ja tunnistaa heikkoudet ja haavoittuvuudet, jotka voivat johtaa tunkeutumiseen tai hyökkäykseen. Soveltaa turvallisuuden valvontatekniikoita. Ymmärtää tietoverkkohyökkäysten tekniikoita ja toteuttaa tehokkaita vastatoimia.",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,suojata tieto- ja viestintäteknisiä laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a69d6a0-b90f-4d50-bef8-a05d6704575d,käyttää mediaohjelmistoja,released,skill/competence,occupation-specific,,"Käyttää pääosin visuaaliseen ohjelmointiin tarkoitettuja ohjelmistoja, kuten ääni-, kuva-, tallennus-, liikkeenohjaus-, UV mapping-, virtuaalitodellisuus- tai 3D-projisointiohjelmistoja taikka laajennetun todellisuuden ohjelmistoja. Näitä ohjelmistoja voitaisiin käyttää esimerkiksi esittävien taiteiden ja tapahtuma-alan käyttötarkoituksia varten.
   ",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,käyttää digitaalisia välineitä äänen ja kuvan käsittelyssä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2af29864-c941-40a5-ae7b-2b6c4b92c0d7,puheentunnistus,released,knowledge,sector-specific,,"Laskenta-alan kehitys, jonka avulla koneet pystyvät tunnistamaan äänen ja esittämään puhutun lauseen tai komennon tulokset.",http://data.europa.eu/esco/isced-f/0232,kirjallisuus ja kielitiede
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2afb2b59-c9a3-4cf3-b1dd-1a2fad51e583,3D-tulostusprosessi,released,knowledge,sector-specific,,"Prosessi, jossa jäljennetään 3D-esineitä 3D-tulostustekniikoilla.",http://data.europa.eu/esco/skill/99981dbd-6f0f-495d-a67f-20ad0f9ef6f3 | http://data.europa.eu/esco/skill/a507f45d-0894-4803-b1cd-9ca7f15c9299 | http://data.europa.eu/esco/isced-f/0211,painovälineet | painotuoteprosessit | audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b24cbb7-f94e-43c1-8377-138f80ad5c19,kehittää käännösmuistiohjelmistoja,released,skill/competence,sector-specific,,"Kehittää ja parantaa käännösmuistiohjelmistoja, joilla voi hakea olemassa olevissa tietokannoissa vastaavia kohdetekstejä, kun tekstejä käännetään kielestä toiseen.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,ohjelmoida tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b285a57-4add-453e-af5d-3d986a65c8fe,käyttää tietokoneen ja puhelimen integrointia,released,skill/competence,sector-specific,suorittaa tietokoneen ja puhelimen integrointi | käyttää tietokone-puhelin-integrointia | suorittaa tietokoneen ja puhelimen integrointeja | CTI | puhelimen ja tietokoneen integrointi,"Hyödyntää tekniikkaa, joka mahdollistaa puhelimen ja tietokoneen vuorovaikutuksen. Mahdollistaa puhelupalvelut suoraan pöytätietokoneessa.",http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,käyttää ja analysoida digitaalista dataa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,kehittää avoimen lähdekoodin ohjelmistoja,released,skill/competence,sector-specific,,"Käyttää ja tuottaa avoimen lähdekoodin ohjelmistoja. Tuntea tärkeimmät avoimen lähdekoodin mallit ja lisenssijärjestelyt sekä avoimen lähdekoodin ohjelmistojen tuotannossa yleisesti käytetyt koodauskäytännöt.
   ",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,ohjelmoida tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b34a99f-9813-4c91-9509-b6b9b8c3132e,tehdä yhteistyötä digitaaliteknologian välityksellä,released,skill/competence,cross-sector,,Käyttää digitaalisia välineitä ja teknologioita yhteistyöprosesseissa sekä voimavarojen ja tietämyksen laatimisessa ja luomisessa yhdessä.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec | http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,käyttää digitaalisia välineitä yhteistyössä ja tuottavuudessa | digitaalinen viestintä ja yhteistyö
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b544b2c-f22d-40e6-8578-3cb65554643a,sähköiset lukot,released,knowledge,occupation-specific,sähkölukot,"Sähkövirtaa käyttävät lukituslaitteet. Sähkölukoissa käytetään moottoreita, solenoideja tai magneetteja. Sähkölukoissa on usein pääsynvalvontajärjestelmä, ja ne edellyttävät todentamista, kuten salasanoja, sormenjälkiä tai sirukortteja.",http://data.europa.eu/esco/isced-f/0716,"moottoriajoneuvot, laivat ja ilma-alukset"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b6bc32d-c60d-435b-931f-79bd3404f8b9,käyttää live-esitysten tallennusjärjestelmiä,released,skill/competence,occupation-specific,,"Käyttää laitteita ja ohjelmistoja liikkeen ja muiden fyysisten ilmiöiden seuraamiseksi kuva-analyysin, kooderien tai tunnistimien avulla, jotta voidaan tuottaa ohjaussignaaleja esittävien taiteiden ja tapahtumien käyttötarkoituksiin.
   ",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,käyttää digitaalisia välineitä äänen ja kuvan käsittelyssä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,käyttää ohjelmistosuunnittelun malleja,released,skill/competence,sector-specific,käyttää ohjelmistosuunnittelun parhaita käytäntöjä | käyttää ohjelmistosuunnittelukaavoja | hyödyntää ohjelmistosuunnittelun malleja | käyttää ohjelmistosuunnittelumalleja | käyttää ohjelmistosuunnittelun kaavoja,"Hyödyntää uudelleenkäytettäviä ratkaisuja ja virallisia parhaita käytäntöjä tieto- ja viestintätekniikan kehittämistehtävissä, jotka liittyvät ohjelmistojen kehittämiseen ja suunnitteluun.",http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,luoda ohjelmistorakenne | suunnitella tieto- ja viestintäteknisiä järjestelmiä tai sovelluksia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa,kerätä kartoitustietoja,released,skill/competence,cross-sector,,Kerätä ja säilyttää kartoitusresursseja ja -tietoja.,http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,koota tietoa fyysisistä tai sähköisistä lähteistä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,analysoida tietoja,released,skill/competence,cross-sector,tehdä tietoanalyysi,"Kerätä tietoja ja tilastoja, jotta voidaan testata ja arvioida väitteitä ja ennustettuja malleja ja tuottaa hyödyllistä tietoa päätöksentekoa varten.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,Prolog (tietokoneohjelmointi),released,knowledge,sector-specific,,"Ohjelmistojen kehittämisen tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, testaus ja ohjelmointiparadigmojen laatiminen Prologissa.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,tietokoneohjelmointi | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3,suunnitella prosessi,released,skill/competence,cross-sector,kehittää projektin design | määrittää projektin työnkulku ja resurssivaatimukset | määrittää projektien työnkulku ja resurssivaatimukset | suunnitella prosessit | kehittää projektin työnkulku ja resurssivaatimukset,"Määrittää tietyn prosessin työnkulkua ja resursseja koskevat vaatimukset käyttämällä erilaisia välineitä, kuten prosessisimulaatio-ohjelmia, vuokaavioita ja pienoismalleja.",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,suunnitella järjestelmiä ja tuotteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,käyttää logiikkaohjelmointia,released,skill/competence,sector-specific,,"Hyödyntää tieto- ja viestintätekniikan erikoisvälineitä ja luoda tietokonekoodi, joka koostuu loogisessa muodossa olevista lauseista, ja esittää sääntöjä ja faktoja tietyltä ongelma-alueelta. Käyttää tätä menetelmää tukevia ohjelmointikieliä, kuten Prolog, Answer Set Programming ja Datalog.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,ohjelmoida tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a,muuntaa vaatimukset visuaaliseksi malliksi,released,skill/competence,cross-sector,,"Suunnitella annettujen määritelmien ja vaatimusten mukaisesti visuaalinen malli, joka perustuu laajuuden ja kohdeyleisön analyysiin. Luoda ideoista visuaalisia esityksiä, kuten logoja, verkkosivuston grafiikkaa, digitaalisia pelejä ja asettelua.
	",http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96 | http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,suunnitella tietokonegrafiikkaa | tehdä taiteellista muotoilua tai luoda esityksiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,perustaa tietoprosesseja,released,skill/competence,sector-specific,kehittää tietoprosessit | ottaa käyttöön tietoprosesseja | ottaa käyttöön dataprosesseja | kehittää dataprosesseja | perustaa tietoprosessit | kehittää tietoprosesseja | kehittää dataprosessit,"Käyttää tieto- ja viestintätekniikan välineitä matemaattisten, algoritmisten tai muiden tietojen käsittelyyn tietojen luomista varten.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,ICT-verkkoturvallisuusriskit,released,knowledge,sector-specific,,"Turvallisuusriskitekijät, kuten laitteistot ja ohjelmistokomponentit, laitteet, rajapinnat ja toimintalinjat tieto- ja viestintäverkoissa, riskinarviointitekniikat, joita voidaan soveltaa turvallisuusriskien vakavuuden ja seurauksien arvioimiseksi ja kutakin turvallisuusriskitekijää koskevat varautumissuunnitelmat.",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e1888d8-97f7-4c91-8874-e2ef0e47f94f,luoda digitaalisia tiedostoja,released,skill/competence,sector-specific,,"Luoda digitaalisia tiedostoja tietokonejärjestelmässä sen jälkeen, kun tulostuksen tai skannattujen asiakirjojen laatu on tarkastettu.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,"hallinnoida, koota ja tallentaa digitaalista tietoa | käsitellä sähköisiä asiakirjoja"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eae92cf-5f21-43e7-aa41-ab65b00c1b92,käyttää toto-taulua,released,skill/competence,occupation-specific,,"Käyttää toto-taulua käsin tai ohjelmistolla, kuten Autotote-ohjelmistolla.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,käyttää viestintälaitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ef6bebc-2133-47df-b26a-f38f51b0f867,tietokoneiden historia,released,knowledge,sector-specific,,Tietokonekehityksen historia digitalisoidussa yhteiskunnassa.,http://data.europa.eu/esco/isced-f/0222 | http://data.europa.eu/esco/skill/2b22f3b1-5de4-43f9-b6d1-b20f65871268,historia ja arkeologia | historia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f04bb71-d476-43b3-a60b-5df1d05f5681,Octopus Deploy,released,knowledge,sector-specific,,"Octopus Deploy -työkalu on ohjelmisto-ohjelma, jota käytetään automatisoimaan ASP-NET-sovellusten käyttöönotto paikallisesti tai pilvipalvelimissa.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,ohjelmisto- ja sovelluskehitys ja -analyysi | työkalut ohjelmiston kokoonpanon hallintaan
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,huolehtia kastelujärjestelmän ohjaamisesta,released,skill/competence,sector-specific,,"Ylläpitää ja ohjelmoida erityyppisiä kastelujärjestelmiä, mukaan lukien mekaaniset, aurinkoparistoilla toimivat, digitaaliset ja tietokoneohjatut järjestelmät.",http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"huoltaa kastelujärjestelmiä | huoltaa sähkö-, elektroniikka- ja tarkkuuslaitteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f6e5619-2478-475f-a414-ec05c2b72795,käyttää sataman viestintäjärjestelmiä,released,skill/competence,sector-specific,,"Käyttää puhelin- ja radiojärjestelmiä sekä monimutkaisia viestintäjärjestelmiä, joilla koordinoidaan satamatoimintoja sisävesisatamissa.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6 | http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235 | http://data.europa.eu/esco/skill/e58a3832-4e13-458e-8efd-bfa251eed702 | http://data.europa.eu/esco/skill/94f5e909-48c5-4782-9005-84d793dd01ba,käyttää viestintälaitteita | koordinoida etäviestintää | huolehtia toimintojen välisestä viestinnästä | hallinnoida satamatoimintoja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f954283-4642-409a-8e9b-d6ae0a11b358,käyttää meteorologisia välineitä sääolosuhteiden ennustamiseen,released,skill/competence,sector-specific,,"Käyttää säätietoja ja -välineitä, kuten sääfaksijärjestelmää, sääkarttoja ja tietokonepäätteitä, sääolosuhteiden ennustamiseen.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,seurata ympäristöolosuhteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,OpenEdge Advanced Business Language,released,knowledge,sector-specific,,"Ohjelmistojen kehittämisen tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, testaus ja ohjelmointiparadigmojen laatiminen OpenEdge Advanced Business Languagessa.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,tietokoneohjelmointi | ohjelmisto- ja sovelluskehitys ja -analyysi
